Level_0,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Type,Column,Expression,Accuracy,Description,Rank,Proximity
Корневой узел,Хард скилл,Работа с пользователями,,,,,,C,Описание / Description,"phrase(3,""работа"",""с"",""пользователями"",""сайт"" or ""веб-сайт"" or ""вебсайт"" or ""web-сайт"" or 
case(ПО) or ""программного обеспечения"") 
or phrase(""work"" or ""working"",""with"",""users"", ""site"" or ""web-site"" or ""website"" or 
""software"" or ""computer program"") or  phrase(3,""работа"",""с"",""пользователями"",""сайт"" or ""веб-сайт"" or ""вебсайт"" or ""web-сайт"" or 
case(ПО) or ""программного обеспечения"") 
or phrase(""work"" or ""working"",""with"",""users"", ""site"" or ""web-site"" or ""website"" or 
""software"" or ""computer program"") or  ""Job-to-be-done"" 
or ""Job to be done"" 
or ""JTBD"" 
or phrase(2,""теория"" or ""причина"" or ""исследование"" or ""изучение"",""причина"",""поведение"",
""пользователь"") 
or phrase(""как"",""пользователь"" or ""люди"",""принимают"",""решения"")",,,0,pxm_001
Корневой узел,Хард скилл,Работа с пользователями,Job-to-be-done,,,,,?,Описание / Description,"""Job-to-be-done"" 
or ""Job to be done"" 
or ""JTBD"" 
or phrase(2,""теория"" or ""причина"" or ""исследование"" or ""изучение"",""причина"",""поведение"",
""пользователь"") 
or phrase(""как"",""пользователь"" or ""люди"",""принимают"",""решения"")",,,0,pxm_001
Корневой узел,Хард скилл,Работа с трендами и тенденциями,,,,,,?,Описание / Description,"""Работа с трендами и тенденциями""
or
snear(5, узнать or определить or сформулировать, orn(тренд, тенденция))
or ""Work with trends""",,,0,pxm_001
Корневой узел,Хард скилл,Разработка концепций и методологий,,,,,,?,Описание / Description,"""Разработка концепций и методологий"" 
or ""Development of concepts and methodologies"" or  ""Разработка концепций и методологий"" 
or ""Development of concepts and methodologies""",,,0,pxm_001
Корневой узел,Хард скилл,Системный анализ,,,,,,?,Описание / Description,"""Системный анализ"" or ""systemic analysis""",,,0,pxm_001
Корневой узел,Хард скилл,Создание видеоконтента,,,,,,?,Описание / Description,"""создание видеоконтента"" or  ""создание видеоконтента""",,,0,pxm_001
Корневой узел,Хард скилл,Создание команды,,,,,,?,Описание / Description,"near(3,singleroot(""построение""|""создание""|""комплектация""|""формирование""|""сплотиться""),""команда"" or ""группа"") 
or ""командообразование"" 
or ""тимбилдинг"" or ""team-building"" or  ""team building"" or ""teambuilding""",,,0,pxm_001
Корневой узел,Хард скилл,Стратегическое видение,,,,,,?,Описание / Description,"""Стратегическое видение""
or ""Strategic vision""",,,0,pxm_001
Корневой узел,Хард скилл,Стратегическое планирование,,,,,,?,Описание / Description,"phrase(2,""стратегический"",""план"" or ""планирование"") 
or phrase(2,""разработка"" or ""формирование"" or ""создание"",""стратегия"") 
or phrase(2,""стратегия"",""развития"") or phrase(2, ""strategic"", ""planning"" or ""plan"")",,,0,pxm_001
Корневой узел,Хард скилл,Схематизация,,,,,,?,Описание / Description,"""Схематизация""
or схематизировать or
phrase(схематично, представлять, информация|данные|вывод|результат) or
phrase(составлять|делать|создавать|составление|создание, схема)
or ""Schematification"" or ""Schematification"" or  ""Построение схем"" or ""Building schemes"" or Plotting",,,0,pxm_001
Корневой узел,Хард скилл,Трансмедийная коммуникация,,,,,,C,Описание / Description,"""Трансмедийная коммуникация"" or ""transmedia communication"" or  ""Омни-канальная коммуникация"" or ""Omni-channel communication"" or  ""сторителлинг"" or ""storytelling"" or ""story-telling""",,,0,pxm_001
